MODE,FREQUENCY,PERIOD,PARTIC.FACTOR,RATIO,EFFECTIVE MASS,MASS FRACTION,TO TOTAL MASS
342,1707.35,0.58570E-03,0.0000,0.000000,0.00000,1.00000,0.00000
343,1711.88,0.58415E-03,0.0000,0.000000,0.00000,1.00000,0.00000
344,1714.12,0.58339E-03,0.0000,0.000000,0.00000,1.00000,0.00000
345,1724.51,0.57987E-03,0.0000,0.000000,0.00000,1.00000,0.00000
346,1727.46,0.57889E-03,0.0000,0.000000,0.00000,1.00000,0.00000
347,1741.51,0.57422E-03,0.0000,0.000000,0.00000,1.00000,0.00000
348,1748.04,0.57207E-03,0.0000,0.000000,0.00000,1.00000,0.00000
349,1755.97,0.56948E-03,0.0000,0.000000,0.00000,1.00000,0.00000
350,1756.98,0.56916E-03,0.0000,0.000000,0.00000,1.00000,0.00000
351,1757.59,0.56896E-03,0.0000,0.000000,0.00000,1.00000,0.00000
352,1765.62,0.56637E-03,0.0000,0.000000,0.00000,1.00000,0.00000
353,1768.13,0.56557E-03,0.0000,0.000000,0.00000,1.00000,0.00000
354,1775.97,0.56307E-03,0.0000,0.000000,0.00000,1.00000,0.00000
355,1778.26,0.56235E-03,0.0000,0.000000,0.00000,1.00000,0.00000
356,1780.48,0.56165E-03,0.0000,0.000000,0.00000,1.00000,0.00000
357,1784.36,0.56043E-03,0.0000,0.000000,0.00000,1.00000,0.00000
358,1787.94,0.55930E-03,0.0000,0.000000,0.00000,1.00000,0.00000
359,1793.23,0.55765E-03,0.0000,0.000000,0.00000,1.00000,0.00000
360,1795.23,0.55703E-03,0.0000,0.000000,0.00000,1.00000,0.00000
361,1801.39,0.55513E-03,0.0000,0.000000,0.00000,1.00000,0.00000
362,1803.22,0.55456E-03,0.0000,0.000000,0.00000,1.00000,0.00000
363,1809.83,0.55254E-03,0.0000,0.000000,0.00000,1.00000,0.00000
364,1817.13,0.55032E-03,0.0000,0.000000,0.00000,1.00000,0.00000
365,1818.65,0.54986E-03,0.0000,0.000000,0.00000,1.00000,0.00000
366,1820.68,0.54925E-03,0.0000,0.000000,0.00000,1.00000,0.00000
367,1827.37,0.54724E-03,0.0000,0.000000,0.00000,1.00000,0.00000
368,1833.15,0.54551E-03,0.0000,0.000000,0.00000,1.00000,0.00000
369,1839.23,0.54371E-03,0.0000,0.000000,0.00000,1.00000,0.00000
370,1841.64,0.54299E-03,0.0000,0.000000,0.00000,1.00000,0.00000
371,1848.53,0.54097E-03,0.0000,0.000000,0.00000,1.00000,0.00000
372,1861.54,0.53719E-03,0.0000,0.000000,0.00000,1.00000,0.00000
373,1863.21,0.53671E-03,0.0000,0.000000,0.00000,1.00000,0.00000
374,1869.62,0.53487E-03,0.0000,0.000000,0.00000,1.00000,0.00000
375,1880.92,0.53166E-03,0.0000,0.000000,0.00000,1.00000,0.00000
376,1883.61,0.53090E-03,0.0000,0.000000,0.00000,1.00000,0.00000
377,1888.43,0.52954E-03,0.0000,0.000000,0.00000,1.00000,0.00000
378,1898.30,0.52679E-03,0.0000,0.000000,0.00000,1.00000,0.00000
379,1901.55,0.52589E-03,0.0000,0.000000,0.00000,1.00000,0.00000
380,1912.69,0.52282E-03,0.0000,0.000000,0.00000,1.00000,0.00000
381,1917.39,0.52154E-03,0.0000,0.000000,0.00000,1.00000,0.00000
382,1926.73,0.51902E-03,0.0000,0.000000,0.00000,1.00000,0.00000
383,1942.18,0.51488E-03,0.0000,0.000000,0.00000,1.00000,0.00000
384,1946.49,0.51375E-03,0.0000,0.000000,0.00000,1.00000,0.00000
385,1955.22,0.51145E-03,0.0000,0.000000,0.00000,1.00000,0.00000
386,1965.81,0.50870E-03,0.0000,0.000000,0.00000,1.00000,0.00000
387,1970.32,0.50753E-03,0.0000,0.000000,0.00000,1.00000,0.00000
388,1974.64,0.50642E-03,0.0000,0.000000,0.00000,1.00000,0.00000
389,1984.13,0.50400E-03,0.0000,0.000000,0.00000,1.00000,0.00000
390,1986.19,0.50348E-03,0.0000,0.000000,0.00000,1.00000,0.00000
391,1996.31,0.50092E-03,0.0000,0.000000,0.00000,1.00000,0.00000
392,1998.65,0.50034E-03,0.0000,0.000000,0.00000,1.00000,0.00000
393,2002.41,0.49940E-03,0.0000,0.000000,0.00000,1.00000,0.00000
394,2003.61,0.49910E-03,0.0000,0.000000,0.00000,1.00000,0.00000
395,2012.34,0.49693E-03,0.0000,0.000000,0.00000,1.00000,0.00000
396,2013.10,0.49675E-03,0.0000,0.000000,0.00000,1.00000,0.00000
397,2016.43,0.49593E-03,0.0000,0.000000,0.00000,1.00000,0.00000
398,2017.12,0.49576E-03,0.0000,0.000000,0.00000,1.00000,0.00000
399,2022.99,0.49432E-03,0.0000,0.000000,0.00000,1.00000,0.00000
400,2030.26,0.49255E-03,0.0000,0.000000,0.00000,1.00000,0.00000
401,2043.37,0.48939E-03,0.0000,0.000000,0.00000,1.00000,0.00000
402,2045.96,0.48877E-03,0.0000,0.000000,0.00000,1.00000,0.00000
403,2048.73,0.48811E-03,0.0000,0.000000,0.00000,1.00000,0.00000
404,2054.40,0.48676E-03,0.0000,0.000000,0.00000,1.00000,0.00000
405,2057.06,0.48613E-03,0.0000,0.000000,0.00000,1.00000,0.00000
406,2063.21,0.48468E-03,0.0000,0.000000,0.00000,1.00000,0.00000
407,2082.36,0.48022E-03,0.0000,0.000000,0.00000,1.00000,0.00000
408,2090.97,0.47825E-03,0.0000,0.000000,0.00000,1.00000,0.00000
409,2096.67,0.47695E-03,0.0000,0.000000,0.00000,1.00000,0.00000
410,2106.94,0.47462E-03,0.0000,0.000000,0.00000,1.00000,0.00000
411,2111.19,0.47367E-03,0.0000,0.000000,0.00000,1.00000,0.00000
412,2121.60,0.47134E-03,0.0000,0.000000,0.00000,1.00000,0.00000
413,2131.66,0.46912E-03,0.0000,0.000000,0.00000,1.00000,0.00000
414,2141.46,0.46697E-03,0.0000,0.000000,0.00000,1.00000,0.00000
415,2150.13,0.46509E-03,0.0000,0.000000,0.00000,1.00000,0.00000
416,2153.83,0.46429E-03,0.0000,0.000000,0.00000,1.00000,0.00000
417,2160.15,0.46293E-03,0.0000,0.000000,0.00000,1.00000,0.00000
418,2170.33,0.46076E-03,0.0000,0.000000,0.00000,1.00000,0.00000
419,2186.56,0.45734E-03,0.0000,0.000000,0.00000,1.00000,0.00000
420,2192.65,0.45607E-03,0.0000,0.000000,0.00000,1.00000,0.00000
421,2194.94,0.45559E-03,0.0000,0.000000,0.00000,1.00000,0.00000
422,2200.76,0.45439E-03,0.0000,0.000000,0.00000,1.00000,0.00000
423,2216.24,0.45121E-03,0.0000,0.000000,0.00000,1.00000,0.00000
424,2219.02,0.45065E-03,0.0000,0.000000,0.00000,1.00000,0.00000
425,2220.19,0.45041E-03,0.0000,0.000000,0.00000,1.00000,0.00000
426,2226.87,0.44906E-03,0.0000,0.000000,0.00000,1.00000,0.00000
427,2231.88,0.44805E-03,0.0000,0.000000,0.00000,1.00000,0.00000
428,2232.30,0.44797E-03,0.0000,0.000000,0.00000,1.00000,0.00000
429,2232.53,0.44792E-03,0.0000,0.000000,0.00000,1.00000,0.00000
430,2240.48,0.44633E-03,0.0000,0.000000,0.00000,1.00000,0.00000
431,2241.68,0.44609E-03,0.0000,0.000000,0.00000,1.00000,0.00000
432,2254.87,0.44349E-03,0.0000,0.000000,0.00000,1.00000,0.00000
433,2268.98,0.44073E-03,0.0000,0.000000,0.00000,1.00000,0.00000
434,2275.53,0.43946E-03,0.0000,0.000000,0.00000,1.00000,0.00000
435,2297.44,0.43527E-03,0.0000,0.000000,0.00000,1.00000,0.00000
436,2306.20,0.43361E-03,0.0000,0.000000,0.00000,1.00000,0.00000
437,2316.88,0.43161E-03,0.0000,0.000000,0.00000,1.00000,0.00000
438,2319.31,0.43116E-03,0.0000,0.000000,0.00000,1.00000,0.00000
439,2321.31,0.43079E-03,0.0000,0.000000,0.00000,1.00000,0.00000
440,2323.94,0.43030E-03,0.0000,0.000000,0.00000,1.00000,0.00000
441,2327.80,0.42959E-03,0.0000,0.000000,0.00000,1.00000,0.00000
442,2335.92,0.42810E-03,0.0000,0.000000,0.00000,1.00000,0.00000
443,2341.76,0.42703E-03,0.0000,0.000000,0.00000,1.00000,0.00000
444,2345.05,0.42643E-03,0.0000,0.000000,0.00000,1.00000,0.00000
445,2357.97,0.42409E-03,0.0000,0.000000,0.00000,1.00000,0.00000
446,2362.79,0.42323E-03,0.0000,0.000000,0.00000,1.00000,0.00000
447,2366.36,0.42259E-03,0.0000,0.000000,0.00000,1.00000,0.00000
448,2369.46,0.42204E-03,0.0000,0.000000,0.00000,1.00000,0.00000
449,2375.47,0.42097E-03,0.0000,0.000000,0.00000,1.00000,0.00000
450,2380.35,0.42011E-03,0.0000,0.000000,0.00000,1.00000,0.00000
451,2384.41,0.41939E-03,0.0000,0.000000,0.00000,1.00000,0.00000
452,2388.59,0.41866E-03,0.0000,0.000000,0.00000,1.00000,0.00000
453,2394.61,0.41761E-03,0.0000,0.000000,0.00000,1.00000,0.00000
454,2404.04,0.41597E-03,0.0000,0.000000,0.00000,1.00000,0.00000
455,2406.02,0.41562E-03,0.0000,0.000000,0.00000,1.00000,0.00000
456,2416.54,0.41382E-03,0.0000,0.000000,0.00000,1.00000,0.00000
457,2417.61,0.41363E-03,0.0000,0.000000,0.00000,1.00000,0.00000
458,2424.63,0.41243E-03,0.0000,0.000000,0.00000,1.00000,0.00000
459,2426.13,0.41218E-03,0.0000,0.000000,0.00000,1.00000,0.00000
460,2430.79,0.41139E-03,0.0000,0.000000,0.00000,1.00000,0.00000
461,2435.27,0.41063E-03,0.0000,0.000000,0.00000,1.00000,0.00000
462,2443.32,0.40928E-03,0.0000,0.000000,0.00000,1.00000,0.00000
463,2446.79,0.40870E-03,0.0000,0.000000,0.00000,1.00000,0.00000
464,2451.79,0.40787E-03,0.0000,0.000000,0.00000,1.00000,0.00000
465,2455.27,0.40729E-03,0.0000,0.000000,0.00000,1.00000,0.00000
466,2458.74,0.40671E-03,0.0000,0.000000,0.00000,1.00000,0.00000
467,2460.75,0.40638E-03,0.0000,0.000000,0.00000,1.00000,0.00000
468,2463.26,0.40597E-03,0.0000,0.000000,0.00000,1.00000,0.00000
469,2470.11,0.40484E-03,0.0000,0.000000,0.00000,1.00000,0.00000
470,2471.37,0.40463E-03,0.0000,0.000000,0.00000,1.00000,0.00000
471,2482.14,0.40288E-03,0.0000,0.000000,0.00000,1.00000,0.00000
472,2486.82,0.40212E-03,0.0000,0.000000,0.00000,1.00000,0.00000
473,2491.95,0.40129E-03,0.0000,0.000000,0.00000,1.00000,0.00000
474,2493.19,0.40109E-03,0.0000,0.000000,0.00000,1.00000,0.00000
475,2495.84,0.40067E-03,0.0000,0.000000,0.00000,1.00000,0.00000
476,2503.95,0.39937E-03,0.0000,0.000000,0.00000,1.00000,0.00000
477,2511.54,0.39816E-03,0.0000,0.000000,0.00000,1.00000,0.00000
478,2522.99,0.39635E-03,0.0000,0.000000,0.00000,1.00000,0.00000
479,2524.41,0.39613E-03,0.0000,0.000000,0.00000,1.00000,0.00000
480,2535.39,0.39442E-03,0.0000,0.000000,0.00000,1.00000,0.00000
481,2543.21,0.39320E-03,0.0000,0.000000,0.00000,1.00000,0.00000
482,2557.96,0.39094E-03,0.0000,0.000000,0.00000,1.00000,0.00000
483,2569.00,0.38926E-03,0.0000,0.000000,0.00000,1.00000,0.00000
484,2570.29,0.38906E-03,0.0000,0.000000,0.00000,1.00000,0.00000
485,2588.16,0.38638E-03,0.0000,0.000000,0.00000,1.00000,0.00000
486,2591.95,0.38581E-03,0.0000,0.000000,0.00000,1.00000,0.00000
487,2598.35,0.38486E-03,0.0000,0.000000,0.00000,1.00000,0.00000
488,2607.49,0.38351E-03,0.0000,0.000000,0.00000,1.00000,0.00000
489,2618.70,0.38187E-03,0.0000,0.000000,0.00000,1.00000,0.00000
490,2623.83,0.38112E-03,0.0000,0.000000,0.00000,1.00000,0.00000
491,2631.31,0.38004E-03,0.0000,0.000000,0.00000,1.00000,0.00000
492,2636.86,0.37924E-03,0.0000,0.000000,0.00000,1.00000,0.00000
493,2640.78,0.37868E-03,0.0000,0.000000,0.00000,1.00000,0.00000
494,2644.72,0.37811E-03,0.0000,0.000000,0.00000,1.00000,0.00000
495,2648.44,0.37758E-03,0.0000,0.000000,0.00000,1.00000,0.00000
496,2656.53,0.37643E-03,0.0000,0.000000,0.00000,1.00000,0.00000
497,2658.43,0.37616E-03,0.0000,0.000000,0.00000,1.00000,0.00000
498,2661.63,0.37571E-03,0.0000,0.000000,0.00000,1.00000,0.00000
499,2669.34,0.37462E-03,0.0000,0.000000,0.00000,1.00000,0.00000
500,2673.52,0.37404E-03,0.0000,0.000000,0.00000,1.00000,0.00000
501,2684.42,0.37252E-03,0.0000,0.000000,0.00000,1.00000,0.00000
502,2689.98,0.37175E-03,0.0000,0.000000,0.00000,1.00000,0.00000
503,2690.27,0.37171E-03,0.0000,0.000000,0.00000,1.00000,0.00000
504,2700.17,0.37035E-03,0.0000,0.000000,0.00000,1.00000,0.00000
505,2708.86,0.36916E-03,0.0000,0.000000,0.00000,1.00000,0.00000
506,2713.65,0.36851E-03,0.0000,0.000000,0.00000,1.00000,0.00000
507,2714.51,0.36839E-03,0.0000,0.000000,0.00000,1.00000,0.00000
508,2717.61,0.36797E-03,0.0000,0.000000,0.00000,1.00000,0.00000
509,2727.87,0.36659E-03,0.0000,0.000000,0.00000,1.00000,0.00000
510,2737.49,0.36530E-03,0.0000,0.000000,0.00000,1.00000,0.00000
511,2742.54,0.36463E-03,0.0000,0.000000,0.00000,1.00000,0.00000
512,2748.36,0.36385E-03,0.0000,0.000000,0.00000,1.00000,0.00000
513,2751.97,0.36338E-03,0.0000,0.000000,0.00000,1.00000,0.00000
514,2757.14,0.36269E-03,0.0000,0.000000,0.00000,1.00000,0.00000
515,2764.85,0.36168E-03,0.0000,0.000000,0.00000,1.00000,0.00000
516,2769.94,0.36102E-03,0.0000,0.000000,0.00000,1.00000,0.00000
517,2785.18,0.35904E-03,0.0000,0.000000,0.00000,1.00000,0.00000
518,2792.65,0.35808E-03,0.0000,0.000000,0.00000,1.00000,0.00000
519,2800.77,0.35704E-03,0.0000,0.000000,0.00000,1.00000,0.00000
520,2803.98,0.35664E-03,0.0000,0.000000,0.00000,1.00000,0.00000
521,2804.81,0.35653E-03,0.0000,0.000000,0.00000,1.00000,0.00000
522,2811.13,0.35573E-03,0.0000,0.000000,0.00000,1.00000,0.00000
523,2813.81,0.35539E-03,0.0000,0.000000,0.00000,1.00000,0.00000
524,2825.50,0.35392E-03,0.0000,0.000000,0.00000,1.00000,0.00000
525,2830.54,0.35329E-03,0.0000,0.000000,0.00000,1.00000,0.00000
526,2839.32,0.35220E-03,0.0000,0.000000,0.00000,1.00000,0.00000
527,2842.23,0.35184E-03,0.0000,0.000000,0.00000,1.00000,0.00000
528,2846.09,0.35136E-03,0.0000,0.000000,0.00000,1.00000,0.00000
529,2856.93,0.35003E-03,0.0000,0.000000,0.00000,1.00000,0.00000
530,2858.10,0.34988E-03,0.0000,0.000000,0.00000,1.00000,0.00000
531,2866.38,0.34887E-03,0.0000,0.000000,0.00000,1.00000,0.00000
532,2867.85,0.34869E-03,0.0000,0.000000,0.00000,1.00000,0.00000
533,2876.17,0.34768E-03,0.0000,0.000000,0.00000,1.00000,0.00000
534,2881.04,0.34710E-03,0.0000,0.000000,0.00000,1.00000,0.00000
535,2884.73,0.34665E-03,0.0000,0.000000,0.00000,1.00000,0.00000
536,2887.79,0.34629E-03,0.0000,0.000000,0.00000,1.00000,0.00000
537,2897.14,0.34517E-03,0.0000,0.000000,0.00000,1.00000,0.00000
538,2902.62,0.34452E-03,0.0000,0.000000,0.00000,1.00000,0.00000
539,2904.89,0.34425E-03,0.0000,0.000000,0.00000,1.00000,0.00000
540,2915.51,0.34299E-03,0.0000,0.000000,0.00000,1.00000,0.00000
541,2918.33,0.34266E-03,0.0000,0.000000,0.00000,1.00000,0.00000
542,2925.51,0.34182E-03,0.0000,0.000000,0.00000,1.00000,0.00000
543,2930.40,0.34125E-03,0.0000,0.000000,0.00000,1.00000,0.00000
544,2942.81,0.33981E-03,0.0000,0.000000,0.00000,1.00000,0.00000
545,2948.16,0.33919E-03,0.0000,0.000000,0.00000,1.00000,0.00000
546,2949.62,0.33903E-03,0.0000,0.000000,0.00000,1.00000,0.00000
547,2958.01,0.33806E-03,0.0000,0.000000,0.00000,1.00000,0.00000
548,2974.60,0.33618E-03,0.0000,0.000000,0.00000,1.00000,0.00000
549,2981.44,0.33541E-03,0.0000,0.000000,0.00000,1.00000,0.00000
550,2988.15,0.33466E-03,0.0000,0.000000,0.00000,1.00000,0.00000
551,2990.18,0.33443E-03,0.0000,0.000000,0.00000,1.00000,0.00000
552,2999.71,0.33337E-03,0.0000,0.000000,0.00000,1.00000,0.00000
553,3006.61,0.33260E-03,0.0000,0.000000,0.00000,1.00000,0.00000
554,3012.37,0.33196E-03,0.0000,0.000000,0.00000,1.00000,0.00000
555,3015.64,0.33160E-03,0.0000,0.000000,0.00000,1.00000,0.00000
556,3017.79,0.33137E-03,0.0000,0.000000,0.00000,1.00000,0.00000
557,3029.44,0.33009E-03,0.0000,0.000000,0.00000,1.00000,0.00000
558,3034.44,0.32955E-03,0.0000,0.000000,0.00000,1.00000,0.00000
559,3044.69,0.32844E-03,0.0000,0.000000,0.00000,1.00000,0.00000
560,3059.76,0.32682E-03,0.0000,0.000000,0.00000,1.00000,0.00000
561,3063.95,0.32638E-03,0.0000,0.000000,0.00000,1.00000,0.00000
562,3067.27,0.32602E-03,0.0000,0.000000,0.00000,1.00000,0.00000
563,3075.19,0.32518E-03,0.0000,0.000000,0.00000,1.00000,0.00000
564,3078.41,0.32484E-03,0.0000,0.000000,0.00000,1.00000,0.00000
565,3088.50,0.32378E-03,0.0000,0.000000,0.00000,1.00000,0.00000
566,3110.66,0.32148E-03,0.0000,0.000000,0.00000,1.00000,0.00000
567,3112.82,0.32125E-03,0.0000,0.000000,0.00000,1.00000,0.00000
568,3114.72,0.32106E-03,0.0000,0.000000,0.00000,1.00000,0.00000
569,3128.89,0.31960E-03,0.0000,0.000000,0.00000,1.00000,0.00000
570,3134.63,0.31902E-03,0.0000,0.000000,0.00000,1.00000,0.00000
571,3149.94,0.31747E-03,0.0000,0.000000,0.00000,1.00000,0.00000
572,3159.10,0.31655E-03,0.0000,0.000000,0.00000,1.00000,0.00000
573,3168.25,0.31563E-03,0.0000,0.000000,0.00000,1.00000,0.00000
574,3170.96,0.31536E-03,0.0000,0.000000,0.00000,1.00000,0.00000
575,3178.44,0.31462E-03,0.0000,0.000000,0.00000,1.00000,0.00000
576,3193.92,0.31310E-03,0.0000,0.000000,0.00000,1.00000,0.00000
577,3207.64,0.31176E-03,0.0000,0.000000,0.00000,1.00000,0.00000
578,3217.49,0.31080E-03,0.0000,0.000000,0.00000,1.00000,0.00000
579,3226.27,0.30996E-03,0.0000,0.000000,0.00000,1.00000,0.00000
580,3235.95,0.30903E-03,0.0000,0.000000,0.00000,1.00000,0.00000
581,3244.57,0.30821E-03,0.0000,0.000000,0.00000,1.00000,0.00000
582,3249.70,0.30772E-03,0.0000,0.000000,0.00000,1.00000,0.00000
583,3259.59,0.30679E-03,0.0000,0.000000,0.00000,1.00000,0.00000
584,3269.68,0.30584E-03,0.0000,0.000000,0.00000,1.00000,0.00000
585,3278.81,0.30499E-03,0.0000,0.000000,0.00000,1.00000,0.00000
586,3281.48,0.30474E-03,0.0000,0.000000,0.00000,1.00000,0.00000
587,3282.03,0.30469E-03,0.0000,0.000000,0.00000,1.00000,0.00000
588,3289.89,0.30396E-03,0.0000,0.000000,0.00000,1.00000,0.00000
589,3291.77,0.30379E-03,0.0000,0.000000,0.00000,1.00000,0.00000
590,3296.57,0.30335E-03,0.0000,0.000000,0.00000,1.00000,0.00000
591,3304.25,0.30264E-03,0.0000,0.000000,0.00000,1.00000,0.00000
592,3310.06,0.30211E-03,0.0000,0.000000,0.00000,1.00000,0.00000
593,3316.74,0.30150E-03,0.0000,0.000000,0.00000,1.00000,0.00000
594,3321.06,0.30111E-03,0.0000,0.000000,0.00000,1.00000,0.00000
595,3324.82,0.30077E-03,0.0000,0.000000,0.00000,1.00000,0.00000
596,3334.63,0.29988E-03,0.0000,0.000000,0.00000,1.00000,0.00000
597,3335.87,0.29977E-03,0.0000,0.000000,0.00000,1.00000,0.00000
598,3343.19,0.29912E-03,0.0000,0.000000,0.00000,1.00000,0.00000
599,3347.31,0.29875E-03,0.0000,0.000000,0.00000,1.00000,0.00000
600,3348.87,0.29861E-03,0.0000,0.000000,0.00000,1.00000,0.00000
601,3350.03,0.29851E-03,0.0000,0.000000,0.00000,1.00000,0.00000
602,3358.12,0.29779E-03,0.0000,0.000000,0.00000,1.00000,0.00000
603,3360.35,0.29759E-03,0.0000,0.000000,0.00000,1.00000,0.00000
604,3365.61,0.29712E-03,0.0000,0.000000,0.00000,1.00000,0.00000
605,3377.61,0.29607E-03,0.0000,0.000000,0.00000,1.00000,0.00000
606,3386.07,0.29533E-03,0.0000,0.000000,0.00000,1.00000,0.00000
607,3390.28,0.29496E-03,0.0000,0.000000,0.00000,1.00000,0.00000
608,3414.61,0.29286E-03,0.0000,0.000000,0.00000,1.00000,0.00000
609,3417.47,0.29261E-03,0.0000,0.000000,0.00000,1.00000,0.00000
610,3433.52,0.29125E-03,0.0000,0.000000,0.00000,1.00000,0.00000
611,3434.03,0.29120E-03,0.0000,0.000000,0.00000,1.00000,0.00000
612,3438.17,0.29085E-03,0.0000,0.000000,0.00000,1.00000,0.00000
613,3455.96,0.28936E-03,0.0000,0.000000,0.00000,1.00000,0.00000
614,3466.61,0.28847E-03,0.0000,0.000000,0.00000,1.00000,0.00000
615,3476.26,0.28767E-03,0.0000,0.000000,0.00000,1.00000,0.00000
616,3478.36,0.28749E-03,0.0000,0.000000,0.00000,1.00000,0.00000
617,3483.74,0.28705E-03,0.0000,0.000000,0.00000,1.00000,0.00000
618,3490.97,0.28645E-03,0.0000,0.000000,0.00000,1.00000,0.00000
619,3492.00,0.28637E-03,0.0000,0.000000,0.00000,1.00000,0.00000
620,3494.80,0.28614E-03,0.0000,0.000000,0.00000,1.00000,0.00000
621,3506.79,0.28516E-03,0.0000,0.000000,0.00000,1.00000,0.00000
622,3509.24,0.28496E-03,0.0000,0.000000,0.00000,1.00000,0.00000
623,3513.68,0.28460E-03,0.0000,0.000000,0.00000,1.00000,0.00000
624,3523.99,0.28377E-03,0.0000,0.000000,0.00000,1.00000,0.00000
625,3534.15,0.28295E-03,0.0000,0.000000,0.00000,1.00000,0.00000
626,3542.93,0.28225E-03,0.0000,0.000000,0.00000,1.00000,0.00000
627,3548.19,0.28183E-03,0.0000,0.000000,0.00000,1.00000,0.00000
628,3550.09,0.28168E-03,0.0000,0.000000,0.00000,1.00000,0.00000
629,3557.16,0.28112E-03,0.0000,0.000000,0.00000,1.00000,0.00000
630,3562.34,0.28071E-03,0.0000,0.000000,0.00000,1.00000,0.00000
631,3572.84,0.27989E-03,0.0000,0.000000,0.00000,1.00000,0.00000
632,3575.92,0.27965E-03,0.0000,0.000000,0.00000,1.00000,0.00000
633,3577.28,0.27954E-03,0.0000,0.000000,0.00000,1.00000,0.00000
634,3588.03,0.27870E-03,0.0000,0.000000,0.00000,1.00000,0.00000
635,3594.28,0.27822E-03,0.0000,0.000000,0.00000,1.00000,0.00000
636,3599.44,0.27782E-03,0.0000,0.000000,0.00000,1.00000,0.00000
637,3603.32,0.27752E-03,0.0000,0.000000,0.00000,1.00000,0.00000
638,3618.54,0.27635E-03,0.0000,0.000000,0.00000,1.00000,0.00000
639,3626.78,0.27573E-03,0.0000,0.000000,0.00000,1.00000,0.00000
640,3629.15,0.27555E-03,0.0000,0.000000,0.00000,1.00000,0.00000
641,3637.24,0.27493E-03,0.0000,0.000000,0.00000,1.00000,0.00000
642,3642.48,0.27454E-03,0.0000,0.000000,0.00000,1.00000,0.00000
643,3653.79,0.27369E-03,0.0000,0.000000,0.00000,1.00000,0.00000
644,3660.38,0.27320E-03,0.0000,0.000000,0.00000,1.00000,0.00000
645,3665.68,0.27280E-03,0.0000,0.000000,0.00000,1.00000,0.00000
646,3676.21,0.27202E-03,0.0000,0.000000,0.00000,1.00000,0.00000
647,3681.79,0.27161E-03,0.0000,0.000000,0.00000,1.00000,0.00000
648,3698.69,0.27037E-03,0.0000,0.000000,0.00000,1.00000,0.00000
649,3702.70,0.27007E-03,0.0000,0.000000,0.00000,1.00000,0.00000
650,3714.95,0.26918E-03,0.0000,0.000000,0.00000,1.00000,0.00000
651,3722.99,0.26860E-03,0.0000,0.000000,0.00000,1.00000,0.00000
652,3724.56,0.26849E-03,0.0000,0.000000,0.00000,1.00000,0.00000
653,3736.23,0.26765E-03,0.0000,0.000000,0.00000,1.00000,0.00000
654,3737.64,0.26755E-03,0.0000,0.000000,0.00000,1.00000,0.00000
655,3741.21,0.26729E-03,0.0000,0.000000,0.00000,1.00000,0.00000
656,3755.70,0.26626E-03,0.0000,0.000000,0.00000,1.00000,0.00000
657,3770.46,0.26522E-03,0.0000,0.000000,0.00000,1.00000,0.00000
658,3773.06,0.26504E-03,0.0000,0.000000,0.00000,1.00000,0.00000
659,3780.34,0.26453E-03,0.0000,0.000000,0.00000,1.00000,0.00000
660,3788.99,0.26392E-03,0.0000,0.000000,0.00000,1.00000,0.00000
661,3795.91,0.26344E-03,0.0000,0.000000,0.00000,1.00000,0.00000
662,3803.79,0.26290E-03,0.0000,0.000000,0.00000,1.00000,0.00000
663,3807.71,0.26262E-03,0.0000,0.000000,0.00000,1.00000,0.00000
664,3814.26,0.26217E-03,0.0000,0.000000,0.00000,1.00000,0.00000
665,3823.71,0.26153E-03,0.0000,0.000000,0.00000,1.00000,0.00000
666,3830.41,0.26107E-03,0.0000,0.000000,0.00000,1.00000,0.00000
667,3836.51,0.26065E-03,0.0000,0.000000,0.00000,1.00000,0.00000
668,3839.98,0.26042E-03,0.0000,0.000000,0.00000,1.00000,0.00000
669,3854.27,0.25945E-03,0.0000,0.000000,0.00000,1.00000,0.00000
670,3865.48,0.25870E-03,0.0000,0.000000,0.00000,1.00000,0.00000
671,3884.43,0.25744E-03,0.0000,0.000000,0.00000,1.00000,0.00000
672,3896.32,0.25665E-03,0.0000,0.000000,0.00000,1.00000,0.00000
673,3908.21,0.25587E-03,0.0000,0.000000,0.00000,1.00000,0.00000
674,3913.72,0.25551E-03,0.0000,0.000000,0.00000,1.00000,0.00000
675,3917.94,0.25524E-03,0.0000,0.000000,0.00000,1.00000,0.00000
676,3929.07,0.25451E-03,0.0000,0.000000,0.00000,1.00000,0.00000
677,3937.62,0.25396E-03,0.0000,0.000000,0.00000,1.00000,0.00000
678,3938.82,0.25388E-03,0.0000,0.000000,0.00000,1.00000,0.00000
679,3954.22,0.25289E-03,0.0000,0.000000,0.00000,1.00000,0.00000
680,3954.60,0.25287E-03,0.0000,0.000000,0.00000,1.00000,0.00000
681,3960.04,0.25252E-03,0.0000,0.000000,0.00000,1.00000,0.00000
682,3967.91,0.25202E-03,0.0000,0.000000,0.00000,1.00000,0.00000
683,3973.58,0.25166E-03,0.0000,0.000000,0.00000,1.00000,0.00000
684,3980.56,0.25122E-03,0.0000,0.000000,0.00000,1.00000,0.00000
685,3982.61,0.25109E-03,0.0000,0.000000,0.00000,1.00000,0.00000
686,3989.77,0.25064E-03,0.0000,0.000000,0.00000,1.00000,0.00000
687,4003.79,0.24976E-03,0.0000,0.000000,0.00000,1.00000,0.00000
688,4011.40,0.24929E-03,0.0000,0.000000,0.00000,1.00000,0.00000
689,4015.51,0.24903E-03,0.0000,0.000000,0.00000,1.00000,0.00000
